rating_id,subscriber_id,title_id,rating,rating_date
34361,SUB109205,TTL206858,4,2020-03-24
34362,SUB106138,TTL200465,3,2021-09-27
34363,SUB104868,TTL208849,3,2025-06-24
34364,SUB100332,TTL208911,4,2024-10-20
34365,SUB100931,TTL207702,4,2026-01-18
34366,SUB105512,TTL206216,4,2026-05-11
34367,SUB109861,TTL207111,5,2025-09-01
34368,SUB109392,TTL208703,3,2025-07-09
34369,SUB107705,TTL202374,3,2026-05-25
34370,SUB104901,TTL207144,5,2026-02-27
34371,SUB111530,TTL207554,3,2022-11-18
34372,SUB113149,TTL201775,4,2021-08-02
34373,SUB110151,TTL203958,2,2026-05-23
34374,SUB103854,TTL202604,3,2026-05-15
34375,SUB109228,TTL204643,5,2026-03-14
34376,SUB111544,TTL203479,4,2025-06-13
34377,SUB113272,TTL203758,3,2022-11-13
34378,SUB111784,TTL206040,4,2026-05-03
34379,SUB112967,TTL208196,2,2026-05-07
34380,SUB112144,TTL200412,4,2024-08-31
34381,SUB106337,TTL206767,2,2026-01-06
34382,SUB113131,TTL205637,3,2020-01-22
34383,SUB105261,TTL202643,5,2024-10-31
34384,SUB114150,TTL203445,4,2022-03-09
34385,SUB114449,TTL206940,2,2025-12-20
34386,SUB114573,TTL204634,3,2026-02-27
34387,SUB107636,TTL202307,3,2026-04-10
34388,SUB108890,TTL205962,4,2026-05-26
34389,SUB105906,TTL206482,4,2023-07-10
34390,SUB102248,TTL203198,4,2026-03-26
34391,SUB110980,TTL200519,4,2021-05-02
34392,SUB100493,TTL202790,2,2026-05-02
34393,SUB111096,TTL201161,4,2025-08-01
34394,SUB113436,TTL200535,3,2024-08-12
34395,SUB113615,TTL204417,5,2023-10-26
34396,SUB112766,TTL206337,3,2026-05-30
34397,SUB105835,TTL207847,2,2026-05-19
34398,SUB114524,TTL205576,3,2025-09-02
34399,SUB114648,TTL201176,3,2020-05-21
34400,SUB112485,TTL203780,4,2025-09-13
34401,SUB103684,TTL207152,5,2026-04-05
34402,SUB101571,TTL208935,4,2026-05-16
34403,SUB106195,TTL202664,3,2025-10-10
34404,SUB105372,TTL200872,3,2026-01-09
34405,SUB107189,TTL203321,4,2026-01-31
34406,SUB107537,TTL204880,2,2025-07-14
34407,SUB111166,TTL200974,3,2024-09-27
34408,SUB109003,TTL200286,4,2025-06-21
34409,SUB108556,TTL205320,3,2026-02-13
34410,SUB103926,TTL204284,3,2026-02-24
34411,SUB101588,TTL207274,5,2025-07-05
34412,SUB102036,TTL207398,2,2026-03-15
34413,SUB104464,TTL204881,5,2021-03-10
34414,SUB106139,TTL202513,5,2024-11-25
34415,SUB107944,TTL200267,2,2024-12-15
34416,SUB114172,TTL206092,4,2025-08-08
34417,SUB109926,TTL206800,5,2025-10-13
34418,SUB112748,TTL200477,4,2025-07-19
34419,SUB109421,TTL204611,2,2026-01-24
34420,SUB104009,TTL205962,2,2026-05-24
34421,SUB102902,TTL201031,5,2026-02-12
34422,SUB101540,TTL202978,4,2026-04-07
34423,SUB108957,TTL203706,4,2024-06-10
34424,SUB109706,TTL203308,3,2026-05-27
34425,SUB101383,TTL201825,3,2023-01-14
34426,SUB103295,TTL206036,3,2026-04-21
34427,SUB112889,TTL203393,5,2026-04-23
34428,SUB107858,TTL202756,5,2026-04-08
34429,SUB107656,TTL201812,4,2025-06-13
34430,SUB105994,TTL206857,4,2026-01-24
34431,SUB102910,TTL202330,2,2024-08-24
34432,SUB101797,TTL207439,4,2024-10-04
34433,SUB102166,TTL202576,3,2026-05-22
34434,SUB106243,TTL204142,2,2026-05-19
34435,SUB114282,TTL207593,3,2026-03-26
34436,SUB101490,TTL200487,3,2026-05-30
34437,SUB104602,TTL201407,2,2017-08-03
34438,SUB105677,TTL203787,4,2025-08-11
34439,SUB104954,TTL207012,4,2019-01-01
34440,SUB112038,TTL200375,3,2026-04-29
34441,SUB107294,TTL205333,4,2026-05-20
34442,SUB102822,TTL207769,4,2026-02-04
34443,SUB105066,TTL206040,4,2026-03-03
34444,SUB106843,TTL203112,4,2025-10-19
34445,SUB100460,TTL203490,4,2024-09-26
34446,SUB104140,TTL208738,4,2025-02-04
34447,SUB114880,TTL207090,4,2026-05-15
34448,SUB107163,TTL203747,4,2025-11-15
34449,SUB107028,TTL202124,2,2026-04-21
34450,SUB110476,TTL207226,4,2025-11-09
34451,SUB113405,TTL204656,3,2026-04-10
34452,SUB102228,TTL204687,5,2026-02-12
34453,SUB104151,TTL202764,2,2025-08-20
34454,SUB109000,TTL208180,2,2026-04-05
34455,SUB109115,TTL200938,4,2025-04-22
34456,SUB105149,TTL200540,4,2026-04-13
34457,SUB112802,TTL205617,3,2026-02-04
34458,SUB114843,TTL200637,4,2026-05-18
34459,SUB113407,TTL208580,3,2026-05-23
34460,SUB100494,TTL200805,5,2026-05-27
34461,SUB102408,TTL203592,4,2025-09-29
34462,SUB110869,TTL201036,3,2025-12-01
34463,SUB109843,TTL201928,3,2024-04-22
34464,SUB100827,TTL200523,3,2025-02-22
34465,SUB103895,TTL207406,5,2025-10-25
34466,SUB108368,TTL205962,3,2026-05-27
34467,SUB108839,TTL202905,5,2021-06-02
34468,SUB109226,TTL204303,4,2026-05-16
34469,SUB114112,TTL202050,4,2026-05-29
34470,SUB106314,TTL205871,2,2026-05-30
34471,SUB106445,TTL205491,5,2020-09-07
34472,SUB107850,TTL208065,3,2025-10-05
34473,SUB109652,TTL206793,4,2022-05-03
34474,SUB107273,TTL201996,2,2026-05-15
34475,SUB111349,TTL202051,2,2026-02-08
34476,SUB102685,TTL207750,3,2026-03-24
34477,SUB104066,TTL204821,2,2026-03-27
34478,SUB114113,TTL205431,2,2026-02-20
34479,SUB105952,TTL201437,4,2026-05-02
34480,SUB112303,TTL208055,4,2026-05-30
34481,SUB104368,TTL203888,3,2026-05-24
34482,SUB109602,TTL208159,4,2026-02-21
34483,SUB110433,TTL208094,2,2022-11-09
34484,SUB114131,TTL206974,3,2026-04-30
34485,SUB114311,TTL207735,5,2026-03-19
34486,SUB110291,TTL203605,5,2026-04-16
34487,SUB109851,TTL208377,2,2025-04-01
34488,SUB113032,TTL200372,4,2022-07-26
34489,SUB114482,TTL207520,4,2020-12-23
34490,SUB105674,TTL207148,3,2024-08-28
34491,SUB100593,TTL200084,5,2026-01-14
34492,SUB112388,TTL206573,3,2025-10-15
34493,SUB113206,TTL208628,3,2026-02-07
34494,SUB101281,TTL202231,3,2026-03-14
34495,SUB106775,TTL204462,4,2026-03-26
34496,SUB107871,TTL203805,4,2025-07-27
34497,SUB100877,TTL205584,4,2026-04-22
34498,SUB109318,TTL201656,4,2026-04-04
34499,SUB102398,TTL200376,5,2025-05-05
34500,SUB106842,TTL207257,4,2026-04-18
34501,SUB110903,TTL202230,4,2025-02-25
34502,SUB114751,TTL200903,4,2024-03-12
34503,SUB102343,TTL203731,3,2025-10-29
34504,SUB102530,TTL201139,2,2026-05-28
34505,SUB114839,TTL207895,3,2025-02-14
34506,SUB111313,TTL207460,5,2026-05-30
34507,SUB114433,TTL202479,4,2026-04-22
34508,SUB104577,TTL208297,4,2026-05-31
34509,SUB101521,TTL202086,4,2023-08-03
34510,SUB106361,TTL201827,5,2026-03-28
34511,SUB100698,TTL200465,3,2020-12-02
34512,SUB102426,TTL205137,3,2026-05-19
34513,SUB100140,TTL207316,4,2026-03-25
34514,SUB106172,TTL200943,4,2026-05-31
34515,SUB101089,TTL206743,3,2020-05-12
34516,SUB112631,TTL205368,3,2026-01-30
34517,SUB107957,TTL200750,3,2025-06-09
34518,SUB111659,TTL207023,5,2024-02-01
34519,SUB107019,TTL201495,3,2021-10-25
34520,SUB107417,TTL200044,3,2021-12-26
34521,SUB102675,TTL207180,3,2025-01-05
34522,SUB103675,TTL202723,5,2026-02-02
34523,SUB100751,TTL201168,2,2026-04-27
34524,SUB111240,TTL203531,5,2024-03-29
34525,SUB114584,TTL205567,4,2025-11-24
34526,SUB114310,TTL206824,4,2025-06-26
34527,SUB102450,TTL207905,4,2026-02-17
34528,SUB102537,TTL201906,3,2024-11-08
34529,SUB111588,TTL204353,4,2026-05-28
34530,SUB112330,TTL201915,3,2026-04-07
34531,SUB105305,TTL208498,4,2025-05-29
34532,SUB107023,TTL208815,5,2024-12-18
34533,SUB109905,TTL200141,2,2024-07-06
34534,SUB114748,TTL203277,4,2023-04-22
34535,SUB112849,TTL207737,2,2022-08-24
34536,SUB103818,TTL201056,3,2026-04-04
34537,SUB100362,TTL204474,3,2026-05-02
34538,SUB111146,TTL206353,3,2024-04-27
34539,SUB106171,TTL207703,3,2026-03-02
34540,SUB113825,TTL202990,3,2025-08-15
34541,SUB103585,TTL207243,3,2024-06-09
34542,SUB111997,TTL207141,3,2026-03-23
34543,SUB107642,TTL204301,5,2024-07-25
34544,SUB109157,TTL202345,4,2020-03-19
34545,SUB107685,TTL203781,2,2025-12-08
34546,SUB110771,TTL200982,5,2025-08-28
34547,SUB114242,TTL204016,4,2026-04-15
34548,SUB108481,TTL208879,4,2024-10-03
34549,SUB114648,TTL205439,3,2026-04-08
34550,SUB104980,TTL204325,3,2026-01-25
34551,SUB111238,TTL204792,3,2026-02-10
34552,SUB105557,TTL203661,3,2023-04-30
34553,SUB111012,TTL205063,4,2026-05-05
34554,SUB100133,TTL201112,4,2025-12-26
34555,SUB112423,TTL202887,3,2024-05-06
34556,SUB106723,TTL208700,3,2026-04-17
34557,SUB107741,TTL207506,2,2026-05-16
34558,SUB107028,TTL207141,2,2025-09-28
34559,SUB102627,TTL207155,5,2021-06-04
34560,SUB112868,TTL203269,2,2023-01-05
34561,SUB101372,TTL208311,4,2026-05-12
34562,SUB105680,TTL202857,3,2021-01-11
34563,SUB111049,TTL205946,3,2022-05-08
34564,SUB110884,TTL206007,4,2025-04-17
34565,SUB110517,TTL203531,5,2020-11-04
34566,SUB103361,TTL200238,4,2025-02-05
34567,SUB103995,TTL206656,4,2026-05-30
34568,SUB106098,TTL205328,5,2021-11-23
34569,SUB106815,TTL200260,4,2026-02-02
34570,SUB110601,TTL208942,3,2026-03-31
34571,SUB105116,TTL201150,5,2024-02-25
34572,SUB113398,TTL207173,4,2026-05-30
34573,SUB104105,TTL202043,3,2026-04-29
34574,SUB111330,TTL208535,4,2026-05-31
34575,SUB106486,TTL204257,3,2026-01-12
34576,SUB104863,TTL204238,2,2022-12-23
34577,SUB114635,TTL206296,3,2024-12-08
34578,SUB105083,TTL207210,4,2024-12-15
34579,SUB103933,TTL207203,3,2023-10-27
34580,SUB111250,TTL205388,2,2024-06-12
34581,SUB107511,TTL200654,3,2026-03-24
34582,SUB101989,TTL202479,4,2026-04-12
34583,SUB100411,TTL200945,5,2024-09-02
34584,SUB102590,TTL202458,5,2026-05-12
34585,SUB108343,TTL202292,4,2022-01-21
34586,SUB111582,TTL207181,2,2026-04-09
34587,SUB101800,TTL207997,2,2026-01-02
34588,SUB110635,TTL207099,4,2026-03-22
34589,SUB102955,TTL208941,4,2021-04-10
34590,SUB104987,TTL200776,3,2026-05-24
34591,SUB113419,TTL205259,4,2026-05-08
34592,SUB114352,TTL206324,2,2024-02-18
34593,SUB111000,TTL204461,4,2025-11-10
34594,SUB101583,TTL203235,4,2024-10-10
34595,SUB108708,TTL202317,4,2026-02-22
34596,SUB112072,TTL207795,3,2026-04-03
34597,SUB103065,TTL208712,4,2025-04-28
34598,SUB100707,TTL201212,5,2019-04-09
34599,SUB107196,TTL203531,4,2023-05-29
34600,SUB113240,TTL202364,3,2026-03-24
34601,SUB105868,TTL200107,4,2025-04-09
34602,SUB107630,TTL204964,3,2026-04-29
34603,SUB113474,TTL207797,3,2021-04-03
34604,SUB103186,TTL204363,2,2021-10-03
34605,SUB110781,TTL201266,3,2025-06-15
34606,SUB101788,TTL202515,2,2026-04-12
34607,SUB111827,TTL201188,4,2026-05-28
34608,SUB106698,TTL206195,4,2026-03-13
34609,SUB111704,TTL207812,3,2022-03-02
34610,SUB102192,TTL201201,5,2023-05-24
34611,SUB100330,TTL205806,4,2018-09-03
34612,SUB111857,TTL206839,1,2026-05-09
34613,SUB110938,TTL201929,3,2026-03-01
34614,SUB114576,TTL207141,3,2026-01-01
34615,SUB107103,TTL206753,2,2026-05-27
34616,SUB105376,TTL207641,5,2021-05-03
34617,SUB104470,TTL205192,3,2026-05-08
34618,SUB108004,TTL201097,2,2025-12-21
34619,SUB112834,TTL201947,4,2026-04-29
34620,SUB106401,TTL208983,4,2026-05-31
34621,SUB112784,TTL206812,1,2026-04-26
34622,SUB106994,TTL203354,4,2026-03-25
34623,SUB106069,TTL205738,5,2025-06-13
34624,SUB104482,TTL203714,2,2023-09-22
34625,SUB106860,TTL201411,3,2018-12-07
34626,SUB102222,TTL208007,3,2023-05-01
34627,SUB103242,TTL200164,4,2025-02-18
34628,SUB104638,TTL200592,3,2026-05-13
34629,SUB101443,TTL208490,5,2026-01-03
34630,SUB105223,TTL200770,4,2026-05-21
34631,SUB103475,TTL208193,5,2026-04-24
34632,SUB107912,TTL207173,4,2026-05-28
34633,SUB106838,TTL203319,4,2026-04-03
34634,SUB101021,TTL208351,3,2026-04-30
34635,SUB111844,TTL205782,4,2026-01-26
34636,SUB111585,TTL205799,5,2026-02-03
34637,SUB102582,TTL205311,3,2026-05-23
34638,SUB102673,TTL207141,3,2025-05-12
34639,SUB114166,TTL206800,4,2025-07-14
34640,SUB112918,TTL204531,3,2026-04-22
34641,SUB101710,TTL207030,4,2024-11-20
34642,SUB112600,TTL203096,2,2026-01-28
34643,SUB100675,TTL208255,4,2023-12-21
34644,SUB108613,TTL204026,4,2022-10-24
34645,SUB110507,TTL203247,2,2026-04-27
34646,SUB101776,TTL202234,3,2026-05-23
34647,SUB111299,TTL203485,3,2026-03-20
34648,SUB110479,TTL203670,5,2025-10-21
34649,SUB102830,TTL205962,3,2026-05-30
34650,SUB100186,TTL201392,5,2026-05-05
34651,SUB107294,TTL203187,4,2026-02-19
34652,SUB102185,TTL202811,4,2024-09-12
34653,SUB105093,TTL202890,4,2020-03-06
34654,SUB100254,TTL203355,3,2026-01-18
34655,SUB109640,TTL205358,4,2026-05-24
34656,SUB114182,TTL206408,2,2018-08-13
34657,SUB111855,TTL206043,3,2026-05-14
34658,SUB110073,TTL200477,3,2026-03-04
34659,SUB100121,TTL203747,5,2025-01-07
34660,SUB109645,TTL204798,4,2026-04-18
34661,SUB112036,TTL200012,3,2026-03-08
34662,SUB106834,TTL204024,3,2026-05-25
34663,SUB113026,TTL207141,4,2025-02-26
34664,SUB112756,TTL205962,4,2026-05-31
34665,SUB113612,TTL203333,3,2026-02-20
34666,SUB102750,TTL204514,5,2025-04-20
34667,SUB108241,TTL203750,3,2026-04-16
34668,SUB108282,TTL207983,3,2025-02-10
34669,SUB101780,TTL206455,3,2025-09-17
34670,SUB107767,TTL200592,4,2026-04-21
34671,SUB104557,TTL204437,3,2026-02-16
34672,SUB101602,TTL205439,5,2026-02-24
34673,SUB108563,TTL200086,4,2023-12-18
34674,SUB111392,TTL207141,2,2025-10-20
34675,SUB102032,TTL203498,4,2026-04-19
34676,SUB111519,TTL208790,3,2026-05-27
34677,SUB103263,TTL207255,4,2024-02-14
34678,SUB113523,TTL204111,3,2025-09-24
34679,SUB104901,TTL208734,5,2026-03-06
34680,SUB113492,TTL208665,5,2025-03-29
34681,SUB102068,TTL202587,3,2023-12-25
34682,SUB100289,TTL203748,2,2026-04-28
34683,SUB100604,TTL204923,3,2026-04-28
34684,SUB102383,TTL208816,2,2026-05-28
34685,SUB104737,TTL208539,4,2024-08-18
34686,SUB106549,TTL202712,4,2026-05-13
34687,SUB101591,TTL206323,4,2023-01-01
34688,SUB103676,TTL204944,4,2026-05-07
34689,SUB107054,TTL203687,2,2025-12-08
34690,SUB103288,TTL200926,3,2025-07-22
34691,SUB101748,TTL207297,5,2026-01-19
34692,SUB109628,TTL202463,2,2026-05-18
34693,SUB106698,TTL208106,3,2018-01-25
34694,SUB113082,TTL205585,3,2023-05-12
34695,SUB109938,TTL205163,5,2026-02-05
34696,SUB110350,TTL204822,3,2024-11-30
34697,SUB102199,TTL200534,3,2025-11-17
34698,SUB104560,TTL206304,5,2019-07-29
34699,SUB102334,TTL202366,3,2021-01-30
34700,SUB104629,TTL202684,3,2025-11-01
34701,SUB109777,TTL201618,3,2026-05-08
34702,SUB110622,TTL205331,1,2025-10-25
34703,SUB110596,TTL206262,4,2026-05-25
34704,SUB106665,TTL207702,5,2025-08-26
34705,SUB100700,TTL208218,4,2025-05-03
34706,SUB106908,TTL201899,2,2026-05-15
34707,SUB104700,TTL206948,4,2025-05-28
34708,SUB101574,TTL207899,4,2021-03-03
34709,SUB114158,TTL206932,4,2026-02-20
34710,SUB112585,TTL208788,3,2023-01-25
34711,SUB114329,TTL200349,5,2025-04-11
34712,SUB113317,TTL207562,1,2026-05-01
34713,SUB113063,TTL203945,5,2018-06-28
34714,SUB111257,TTL208783,4,2026-05-31
34715,SUB112839,TTL200403,3,2026-05-19
34716,SUB102041,TTL202916,3,2026-02-06
34717,SUB112514,TTL203197,5,2026-05-09
34718,SUB112123,TTL205451,4,2026-05-27
34719,SUB113600,TTL201799,3,2022-09-30
34720,SUB108145,TTL205004,3,2026-04-14
34721,SUB104270,TTL207173,3,2026-05-28
34722,SUB104127,TTL203377,4,2025-12-25
34723,SUB102744,TTL202789,4,2024-12-25
34724,SUB106759,TTL204821,4,2026-04-02
34725,SUB101665,TTL206009,3,2024-10-22
34726,SUB111233,TTL208431,3,2025-06-18
34727,SUB107124,TTL203272,2,2020-12-04
34728,SUB105226,TTL207527,5,2025-07-16
34729,SUB102378,TTL200985,3,2025-06-05
34730,SUB100434,TTL201710,3,2025-10-16
34731,SUB104208,TTL203617,4,2026-05-07
34732,SUB111273,TTL206261,2,2026-04-15
34733,SUB109923,TTL204397,3,2024-04-16
34734,SUB100706,TTL204717,3,2023-10-05
34735,SUB110445,TTL208379,4,2025-06-04
34736,SUB113330,TTL203927,3,2026-05-22
34737,SUB100227,TTL208302,2,2026-05-12
34738,SUB101902,TTL206131,5,2026-03-16
34739,SUB107045,TTL206312,4,2026-03-31
34740,SUB104388,TTL201705,2,2026-05-23
34741,SUB107182,TTL208771,2,2026-04-17
34742,SUB111847,TTL204566,2,2026-03-01
34743,SUB102203,TTL204340,5,2020-07-25
34744,SUB100944,TTL207319,3,2023-02-04
34745,SUB111344,TTL208886,3,2025-02-27
34746,SUB114734,TTL208738,3,2024-09-08
34747,SUB108206,TTL206337,3,2026-03-17
34748,SUB102227,TTL207146,3,2026-01-31
34749,SUB113975,TTL205431,3,2026-02-27
34750,SUB109675,TTL207955,4,2026-05-29
34751,SUB103270,TTL205571,3,2026-04-27
34752,SUB110183,TTL205008,3,2021-07-24
34753,SUB104573,TTL207342,3,2023-10-23
34754,SUB111641,TTL207690,3,2023-09-12
34755,SUB106833,TTL208864,3,2023-05-28
34756,SUB103267,TTL205491,5,2024-05-25
34757,SUB111878,TTL201703,4,2026-03-26
34758,SUB112306,TTL208094,3,2022-09-03
34759,SUB103281,TTL202414,3,2020-05-07
34760,SUB104209,TTL208216,4,2025-05-10
34761,SUB113329,TTL205797,3,2024-07-11
34762,SUB103994,TTL207189,3,2021-11-02
34763,SUB108549,TTL205435,4,2023-05-19
34764,SUB105512,TTL202069,3,2026-05-21
34765,SUB110398,TTL205711,3,2026-02-26
34766,SUB107173,TTL205534,4,2023-09-07
34767,SUB104399,TTL206583,2,2023-07-24
34768,SUB102986,TTL200468,4,2026-02-14
34769,SUB114095,TTL200545,4,2020-12-18
34770,SUB109402,TTL205895,3,2022-11-16
34771,SUB111137,TTL206254,5,2025-04-16
34772,SUB105932,TTL200258,2,2026-03-08
34773,SUB109322,TTL207141,2,2025-12-09
34774,SUB113790,TTL207413,4,2026-03-05
34775,SUB104954,TTL205491,4,2025-05-06
34776,SUB112463,TTL207031,4,2026-04-24
34777,SUB108380,TTL202356,4,2025-09-20
34778,SUB104943,TTL206520,4,2025-09-27
34779,SUB103081,TTL206177,5,2025-02-20
34780,SUB103874,TTL205969,4,2026-03-31
34781,SUB110054,TTL208743,3,2026-05-18
34782,SUB110336,TTL206274,3,2026-01-21
34783,SUB113173,TTL206021,4,2026-05-10
34784,SUB112393,TTL203270,4,2022-06-29
34785,SUB110674,TTL202230,1,2022-11-18
34786,SUB113783,TTL208453,4,2026-03-08
34787,SUB109060,TTL200727,4,2025-11-17
34788,SUB109054,TTL207702,4,2025-08-10
34789,SUB108293,TTL206282,3,2023-09-29
34790,SUB102347,TTL205980,3,2026-02-08
34791,SUB108503,TTL204810,4,2026-02-03
34792,SUB101100,TTL208837,3,2026-05-23
34793,SUB102009,TTL204863,5,2026-04-30
34794,SUB109459,TTL201326,4,2021-04-16
34795,SUB104920,TTL207060,4,2025-01-15
34796,SUB101185,TTL205248,2,2026-05-20
34797,SUB110654,TTL202244,4,2026-03-21
34798,SUB104111,TTL203714,4,2022-08-10
34799,SUB104964,TTL202248,4,2026-04-20
34800,SUB105222,TTL202090,3,2024-06-25
34801,SUB112685,TTL204072,4,2026-05-16
34802,SUB103174,TTL205432,1,2026-05-17
34803,SUB102854,TTL208177,5,2026-03-30
34804,SUB106451,TTL201619,5,2025-11-18
34805,SUB109396,TTL202685,5,2026-03-29
34806,SUB102602,TTL201239,4,2026-04-29
34807,SUB113724,TTL206753,3,2026-03-06
34808,SUB100541,TTL201052,5,2026-04-29
34809,SUB101918,TTL207767,4,2026-03-07
34810,SUB106055,TTL208172,5,2026-04-01
34811,SUB100767,TTL201742,2,2026-03-17
34812,SUB109734,TTL202410,2,2024-02-21
34813,SUB106743,TTL200111,3,2024-08-17
34814,SUB106831,TTL205405,5,2026-05-25
34815,SUB113082,TTL203065,4,2026-04-14
34816,SUB101897,TTL206723,5,2024-10-14
34817,SUB112781,TTL200982,4,2026-01-15
34818,SUB101886,TTL200012,3,2026-04-28
34819,SUB102153,TTL206679,2,2026-02-18
34820,SUB114032,TTL207141,3,2025-09-14
34821,SUB106424,TTL205786,3,2026-05-28
34822,SUB100164,TTL203495,4,2026-04-12
34823,SUB113981,TTL206932,4,2025-10-05
34824,SUB113292,TTL208609,4,2025-12-15
34825,SUB113023,TTL202576,4,2026-04-10
34826,SUB106033,TTL208998,3,2026-04-15
34827,SUB113082,TTL203198,4,2026-05-22
34828,SUB106869,TTL202732,4,2026-01-19
34829,SUB111447,TTL201759,4,2024-02-14
34830,SUB104599,TTL200199,2,2026-04-15
34831,SUB100049,TTL208821,2,2023-08-26
34832,SUB100023,TTL208099,4,2024-04-21
34833,SUB111936,TTL200992,4,2025-05-05
34834,SUB100388,TTL200684,2,2026-01-13
34835,SUB111495,TTL200294,3,2023-06-12
34836,SUB107675,TTL208390,4,2026-05-28
34837,SUB111305,TTL205060,3,2022-11-11
34838,SUB111952,TTL204301,3,2025-11-25
34839,SUB111364,TTL200932,3,2019-03-28
34840,SUB104940,TTL207141,3,2025-09-15
34841,SUB101106,TTL204993,2,2025-11-26
34842,SUB103671,TTL206560,3,2026-05-14
34843,SUB114301,TTL204950,4,2026-04-12
34844,SUB112894,TTL207141,3,2025-11-12
34845,SUB112086,TTL205804,5,2026-05-11
34846,SUB106548,TTL200326,2,2025-09-10
34847,SUB112970,TTL207436,3,2024-11-19
34848,SUB111279,TTL202283,3,2025-03-17
34849,SUB101113,TTL205685,2,2026-05-26
34850,SUB107366,TTL206480,5,2026-04-16
34851,SUB110333,TTL201085,3,2026-05-15
34852,SUB107046,TTL208547,3,2026-04-03
34853,SUB102663,TTL206296,5,2026-01-13
34854,SUB108213,TTL201556,4,2024-10-03
34855,SUB103650,TTL205320,3,2026-04-07
34856,SUB100690,TTL203084,5,2026-05-06
34857,SUB114677,TTL200365,3,2026-05-30
34858,SUB111094,TTL206329,3,2026-04-22
34859,SUB100743,TTL208006,4,2023-04-18
34860,SUB111390,TTL202011,2,2026-05-04
34861,SUB114010,TTL206254,5,2026-05-07
34862,SUB100914,TTL207173,3,2026-05-17
34863,SUB111683,TTL207359,1,2026-02-20
34864,SUB114556,TTL204950,4,2025-08-22
34865,SUB111328,TTL207674,2,2018-01-03
34866,SUB114160,TTL208816,4,2026-05-27
34867,SUB109117,TTL200462,3,2024-06-11
34868,SUB105328,TTL208565,4,2024-10-02
34869,SUB101472,TTL202384,3,2026-05-22
34870,SUB112938,TTL207705,4,2020-11-08
34871,SUB106613,TTL202824,2,2026-05-12
34872,SUB103482,TTL206816,4,2022-01-10
34873,SUB114968,TTL202985,4,2019-11-28
34874,SUB100890,TTL203267,4,2025-12-29
34875,SUB103130,TTL206712,4,2021-04-10
34876,SUB105712,TTL206921,3,2024-02-21
34877,SUB109924,TTL208373,4,2021-03-20
34878,SUB100955,TTL208449,5,2026-03-12
34879,SUB108054,TTL205294,4,2026-01-24
34880,SUB104640,TTL200287,4,2020-05-03
34881,SUB113436,TTL203687,3,2026-02-08
34882,SUB113848,TTL202667,4,2026-01-27
34883,SUB109432,TTL208055,4,2026-05-31
34884,SUB111448,TTL208901,3,2026-03-18
34885,SUB111224,TTL205325,3,2025-12-07
34886,SUB108317,TTL207269,3,2026-01-11
34887,SUB113224,TTL200586,3,2026-05-14
34888,SUB112728,TTL205329,3,2023-03-30
34889,SUB109117,TTL208322,5,2023-04-12
34890,SUB105340,TTL203400,5,2025-08-18
34891,SUB109744,TTL206632,4,2023-04-29
34892,SUB104158,TTL200593,4,2021-11-21
34893,SUB110792,TTL205734,3,2026-05-26
34894,SUB101752,TTL201400,4,2022-10-09
34895,SUB113843,TTL200327,3,2022-11-04
34896,SUB105495,TTL208525,3,2025-04-29
34897,SUB106748,TTL206389,4,2026-04-08
34898,SUB104940,TTL201476,3,2026-05-06
34899,SUB105983,TTL207193,4,2026-04-13
34900,SUB105836,TTL205004,3,2024-06-03
34901,SUB110004,TTL208774,4,2026-05-31
34902,SUB102438,TTL206457,2,2023-09-13
34903,SUB107482,TTL208559,5,2026-05-19
34904,SUB113295,TTL205449,3,2025-09-25
34905,SUB104974,TTL203756,4,2026-05-02
34906,SUB101404,TTL204826,4,2023-07-14
34907,SUB114536,TTL207826,4,2026-05-24
34908,SUB110346,TTL203403,3,2022-04-09
34909,SUB109461,TTL208771,2,2026-04-18
34910,SUB109593,TTL207141,2,2025-09-29
34911,SUB109971,TTL207141,3,2025-08-09
34912,SUB114022,TTL202002,5,2024-10-26
34913,SUB102826,TTL205767,4,2024-07-02
34914,SUB114771,TTL206337,5,2026-05-21
34915,SUB107259,TTL202409,2,2022-03-29
34916,SUB102237,TTL201976,3,2023-11-21
34917,SUB105010,TTL206758,2,2024-05-23
34918,SUB111557,TTL201505,4,2026-01-29
34919,SUB109259,TTL207395,3,2019-09-14
34920,SUB100154,TTL208241,4,2026-01-08
34921,SUB109726,TTL202580,5,2026-01-28
34922,SUB104357,TTL208768,4,2026-05-01
34923,SUB112348,TTL204822,3,2023-09-23
34924,SUB103319,TTL203640,3,2026-05-07
34925,SUB109199,TTL202144,3,2026-01-23
34926,SUB114420,TTL205614,3,2021-09-14
34927,SUB107665,TTL201112,3,2026-04-11
34928,SUB111892,TTL207072,2,2025-09-30
34929,SUB106090,TTL201051,3,2025-11-30
34930,SUB111922,TTL204070,3,2025-02-01
34931,SUB101448,TTL204562,3,2020-10-30
34932,SUB104457,TTL204859,4,2026-05-22
34933,SUB112782,TTL205841,3,2023-09-12
34934,SUB113191,TTL200586,3,2026-05-25
34935,SUB107083,TTL205310,3,2025-04-30
34936,SUB104974,TTL200096,2,2025-12-12
34937,SUB100055,TTL206312,4,2025-06-22
34938,SUB104797,TTL206855,4,2025-08-25
34939,SUB111114,TTL201932,3,2026-03-15
34940,SUB100246,TTL204106,3,2026-03-25
34941,SUB107870,TTL206109,2,2026-05-22
34942,SUB111396,TTL204491,3,2023-11-21
